Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
Mashallah Shamsolvaezin,https://en.wikipedia.org/wiki/Mashallah_Shamsolvaezin,Q3893899,https://www.wikidata.org/wiki/Q3893899,male,journalist,Iran,Tehran,1957-06-18T00:00:00Z
Mostafa Tajzadeh,https://en.wikipedia.org/wiki/Mostafa_Tajzadeh,Q3893866,https://www.wikidata.org/wiki/Q3893866,male,activist; political pundit; politician,Iran; Pahlavi dynasty,Tehran,1957-08-31T00:00:00Z
Azam Taleghani,https://en.wikipedia.org/wiki/Azam_Taleghani,Q4832174,https://www.wikidata.org/wiki/Q4832174,female,journalist; politician,Iran,Tehran,1943-01-01T00:00:00Z
Ebrahim Yazdi,https://en.wikipedia.org/wiki/Ebrahim_Yazdi,Q981844,https://www.wikidata.org/wiki/Q981844,male,activist; pharmacist; politician,Iran,Qazvin,1931-04-05T00:00:00Z
Kourosh Zaim,https://en.wikipedia.org/wiki/Kourosh_Zaim,Q29447335,https://www.wikidata.org/wiki/Q29447335,male,translator; writer,Iran,Kashan,1939-05-17T00:00:00Z
Mahboubeh Abbasgholizadeh,https://en.wikipedia.org/wiki/Mahboubeh_Abbasgholizadeh,Q11766308,https://www.wikidata.org/wiki/Q11766308,female,human rights defender; journalist,Iran,Khorramshahr,1958-01-01T00:00:00Z
Mastoureh Afshar,https://en.wikipedia.org/wiki/Mastoureh_Afshar,Q6401422,https://www.wikidata.org/wiki/Q6401422,female,journalist,Iran,Urmia,1898-01-01T00:00:00Z
Raheleh Ahmadi,https://en.wikipedia.org/wiki/Raheleh_Ahmadi,Q114414695,https://www.wikidata.org/wiki/Q114414695,female,,,,
Masih Alinejad,https://en.wikipedia.org/wiki/Masih_Alinejad,Q6783266,https://www.wikidata.org/wiki/Q6783266,female,blogger; journalist; writer,Iran; United Kingdom; United States,Qomi Kola,1976-09-11T00:00:00Z
Shahrbanou Amani,https://en.wikipedia.org/wiki/Shahrbanou_Amani,Q22276793,https://www.wikidata.org/wiki/Q22276793,female,,,,
Maryam Amid,https://en.wikipedia.org/wiki/Maryam_Amid,Q5946620,https://www.wikidata.org/wiki/Q5946620,female,journalist,Iran,Semnan,
Parvin Ardalan,https://en.wikipedia.org/wiki/Parvin_Ardalan,Q2622862,https://www.wikidata.org/wiki/Q2622862,female,human rights defender; journalist; sociologist; women's rights activist,Iran,Tehran,1967-01-01T00:00:00Z
Bibi Khanoom Astarabadi,https://en.wikipedia.org/wiki/Bibi_Khanoom_Astarabadi,Q4903029,https://www.wikidata.org/wiki/Q4903029,female,essayist; head teacher; journalist; philanthropist; writer,Iran,Now Kandeh,1858-01-01T00:00:00Z
Shahnaz Azad,https://en.wikipedia.org/wiki/Shahnaz_Azad,Q5878160,https://www.wikidata.org/wiki/Q5878160,female,journalist,Iran,Tabriz,1901-01-01T00:00:00Z
Forough Azarakhshi,https://en.wikipedia.org/wiki/Forough_Azarakhshi,Q5470403,https://www.wikidata.org/wiki/Q5470403,female,,,,1904-01-01T00:00:00Z
Pakhshan Azizi,https://en.wikipedia.org/wiki/Pakhshan_Azizi,Q127728945,https://www.wikidata.org/wiki/Q127728945,female,activist; humanitarian; social worker,Iran,,1984-08-07T00:00:00Z
Tuba Azmudeh,https://en.wikipedia.org/wiki/Tuba_Azmudeh,Q20732185,https://www.wikidata.org/wiki/Q20732185,female,educator; teacher,Pahlavi Iran; Qajar Iran,Tehran,1878-01-01T00:00:00Z
Fariba Balouch,https://en.wikipedia.org/wiki/Fariba_Balouch,Q124753944,https://www.wikidata.org/wiki/Q124753944,female,human rights defender,Iran,,
Jila Baniyaghoob,https://en.wikipedia.org/wiki/Jila_Baniyaghoob,Q4937441,https://www.wikidata.org/wiki/Q4937441,female,essayist; journalist,Iran,Bandar-e Anzali,1970-08-21T00:00:00Z
Mariam Behnam,https://en.wikipedia.org/wiki/Mariam_Behnam,Q5955405,https://www.wikidata.org/wiki/Q5955405,female,activist; writer,Iran,Bandar Lengeh,1921-02-25T00:00:00Z
Azadeh Bokaie Dadgar,https://en.wikipedia.org/wiki/Azadeh_Bokaie_Dadgar,Q48699999,https://www.wikidata.org/wiki/Q48699999,female,journalist,,Iran,1980-08-06T00:00:00Z
Sediqeh Dowlatabadi,https://en.wikipedia.org/wiki/Sediqeh_Dowlatabadi,Q7445322,https://www.wikidata.org/wiki/Q7445322,female,journalist; women's rights activist,Iran,Isfahan,1882-01-01T00:00:00Z
Mehrangiz Dowlatshahi,https://en.wikipedia.org/wiki/Mehrangiz_Dowlatshahi,Q5945232,https://www.wikidata.org/wiki/Q5945232,female,diplomat; politician; writer,Pahlavi Iran,Tehran,1919-12-13T00:00:00Z
Mohtaram Eskandari,https://en.wikipedia.org/wiki/Mohtaram_Eskandari,Q6894509,https://www.wikidata.org/wiki/Q6894509,female,journalist; writer,Iran,Tehran,1895-01-01T00:00:00Z
Faezeh Hashemi Rafsanjani,https://en.wikipedia.org/wiki/Faezeh_Hashemi_Rafsanjani,Q433500,https://www.wikidata.org/wiki/Q433500,female,activist,Iran,Tehran,1962-01-07T00:00:00Z
Fatemeh Hashemi Rafsanjani,https://en.wikipedia.org/wiki/Fatemeh_Hashemi_Rafsanjani,Q29653433,https://www.wikidata.org/wiki/Q29653433,female,philanthropist; politician,,,1959-01-01T00:00:00Z
Bahareh Hedayat,https://en.wikipedia.org/wiki/Bahareh_Hedayat,Q4842451,https://www.wikidata.org/wiki/Q4842451,female,activist; human rights defender,Iran,Tehran,1981-04-05T00:00:00Z
Azam Jangravi,https://en.wikipedia.org/wiki/Azam_Jangravi,Q114552923,https://www.wikidata.org/wiki/Q114552923,female,human rights defender,,Tehran,1983-06-09T00:00:00Z
Mahtab Keramati,https://en.wikipedia.org/wiki/Mahtab_Keramati,Q5958009,https://www.wikidata.org/wiki/Q5958009,female,film actor,Iran,Tehran,1970-10-17T00:00:00Z
Noushin Ahmadi Khorasani,https://en.wikipedia.org/wiki/Noushin_Ahmadi_Khorasani,Q7063937,https://www.wikidata.org/wiki/Q7063937,female,essayist; journalist; sociologist; translator,Iran,Tehran,1969-01-01T00:00:00Z
Elaheh Koulaei,https://en.wikipedia.org/wiki/Elaheh_Koulaei,Q5353137,https://www.wikidata.org/wiki/Q5353137,female,politician,Iran,Tehran,1956-12-17T00:00:00Z
Shahla Lahiji,https://en.wikipedia.org/wiki/Shahla_Lahiji,Q7461810,https://www.wikidata.org/wiki/Q7461810,female,essayist; journalist; translator; writer,Iran,Tehran,1942-04-24T00:00:00Z
Parvaneh Mafi,https://en.wikipedia.org/wiki/Parvaneh_Mafi,Q24129230,https://www.wikidata.org/wiki/Q24129230,female,politician,,Kermanshah,1958-01-01T00:00:00Z
Azar Majedi,https://en.wikipedia.org/wiki/Azar_Majedi,Q2875091,https://www.wikidata.org/wiki/Q2875091,female,politician,Iran,,2000-01-01T00:00:00Z
Noor-ol-Hoda Mangeneh,https://en.wikipedia.org/wiki/Noor-ol-Hoda_Mangeneh,Q7049792,https://www.wikidata.org/wiki/Q7049792,female,journalist; poet; teacher; writer,Iran,Tehran,1902-01-01T00:00:00Z
Mehrangiz Manouchehrian,https://en.wikipedia.org/wiki/Mehrangiz_Manouchehrian,Q5901360,https://www.wikidata.org/wiki/Q5901360,female,lawyer; politician,Iran,Mashhad,1906-01-01T00:00:00Z
Azar Mansouri,https://en.wikipedia.org/wiki/Azar_Mansouri,Q33197364,https://www.wikidata.org/wiki/Q33197364,female,politician,Iran,Varamin,1964-01-01T00:00:00Z
Nazila Maroufian,https://en.wikipedia.org/wiki/Nazila_Maroufian,Q122200508,https://www.wikidata.org/wiki/Q122200508,female,journalist; political activist,Iran,Saqqez,2000-05-20T00:00:00Z
Tahmineh Milani,https://en.wikipedia.org/wiki/Tahmineh_Milani,Q3513928,https://www.wikidata.org/wiki/Q3513928,female,architect; director; film director; film producer; screenwriter,Iran,Tabriz,1960-09-06T00:00:00Z
Mahnaz Mohammadi,https://en.wikipedia.org/wiki/Mahnaz_Mohammadi,Q3277861,https://www.wikidata.org/wiki/Q3277861,female,actor; film director; women's rights activist,Iran,Tehran,1975-01-01T00:00:00Z
Adela Mohseni,https://en.wikipedia.org/wiki/Adela_Mohseni,Q22279256,https://www.wikidata.org/wiki/Q22279256,female,activist,Afghanistan,Maidan Wardak Province,1950-01-01T00:00:00Z
Shahindokht Molaverdi,https://en.wikipedia.org/wiki/Shahindokht_Molaverdi,Q15062987,https://www.wikidata.org/wiki/Q15062987,female,lawyer; politician; writer,Iran,Khoy,1965-10-23T00:00:00Z
Hussein-Ali Montazeri,https://en.wikipedia.org/wiki/Hussein-Ali_Montazeri,Q311160,https://www.wikidata.org/wiki/Q311160,male,akhoond; human rights defender; philosopher; politician; theologian; writer,Iran,Najafabad,1922-09-22T00:00:00Z
Vida Movahed,https://en.wikipedia.org/wiki/Vida_Movahed,Q47546083,https://www.wikidata.org/wiki/Q47546083,female,journalist,Iran,Tehran,1986-01-01T00:00:00Z
Mehrnoush Najafi Ragheb,https://en.wikipedia.org/wiki/Mehrnoush_Najafi_Ragheb,Q9384663,https://www.wikidata.org/wiki/Q9384663,female,blogger; lawyer; politician,Iran,,1979-02-03T00:00:00Z
Zahra Nejadbahram,https://en.wikipedia.org/wiki/Zahra_Nejadbahram,Q31069422,https://www.wikidata.org/wiki/Q31069422,female,journalist; political scientist; politician,Iran,,
Nesa Azadikhah,https://en.wikipedia.org/wiki/Nesa_Azadikhah,Q130600908,https://www.wikidata.org/wiki/Q130600908,female,,,,
Ashraf Pahlavi,https://en.wikipedia.org/wiki/Ashraf_Pahlavi,Q2419984,https://www.wikidata.org/wiki/Q2419984,female,diplomat; nurse; politician; translator; writer,Iran,Tehran,1919-10-26T00:00:00Z
Farah Pahlavi,https://en.wikipedia.org/wiki/Farah_Pahlavi,Q164111,https://www.wikidata.org/wiki/Q164111,female,architect; politician; queen consort; translator; writer,Iran,Tehran,1938-10-14T00:00:00Z
Death of Asra Panahi,https://en.wikipedia.org/wiki/Death_of_Asra_Panahi,Q114688246,https://www.wikidata.org/wiki/Q114688246,female,student; swimmer,Iran,Ardabil,2007-03-05T00:00:00Z
FakhrAfagh Parsa,https://en.wikipedia.org/wiki/FakhrAfagh_Parsa,Q5700634,https://www.wikidata.org/wiki/Q5700634,female,journalist,Iran,Tehran,1898-01-01T00:00:00Z
Farrokhroo Parsa,https://en.wikipedia.org/wiki/Farrokhroo_Parsa,Q2986892,https://www.wikidata.org/wiki/Q2986892,female,physician; politician,Iran,Qom,1922-03-22T00:00:00Z
Roya Ramezani,https://en.wikipedia.org/wiki/Roya_Ramezani,Q41241119,https://www.wikidata.org/wiki/Q41241119,female,designer,Iran,Iran,
Roya Heshmati,https://en.wikipedia.org/wiki/Roya_Heshmati,Q124158219,https://www.wikidata.org/wiki/Q124158219,female,political activist,Iran,Sanandaj,1990-01-01T00:00:00Z
Ronak Safazadeh,https://en.wikipedia.org/wiki/Ronak_Safazadeh,Q7364604,https://www.wikidata.org/wiki/Q7364604,female,activist,Iran,,1985-01-01T00:00:00Z
Parvaneh Salahshouri,https://en.wikipedia.org/wiki/Parvaneh_Salahshouri,Q23936531,https://www.wikidata.org/wiki/Q23936531,female,politician; sociologist,Iran,Masjed Soleiman,1964-01-01T00:00:00Z
Razieh Gholami-Shabani,https://en.wikipedia.org/wiki/Razieh_Gholami-Shabani,Q7299570,https://www.wikidata.org/wiki/Q7299570,female,politician,Iran,Tabriz,1925-05-30T00:00:00Z
Hengameh Shahidi,https://en.wikipedia.org/wiki/Hengameh_Shahidi,Q5714240,https://www.wikidata.org/wiki/Q5714240,female,blogger; journalist; writer,Iran,Mashhad,1975-05-14T00:00:00Z
Shahla Sherkat,https://en.wikipedia.org/wiki/Shahla_Sherkat,Q3481223,https://www.wikidata.org/wiki/Q3481223,female,journalist; writer,Iran,Isfahan,1956-03-30T00:00:00Z
Zandokht Shirazi,https://en.wikipedia.org/wiki/Zandokht_Shirazi,Q2587495,https://www.wikidata.org/wiki/Q2587495,female,journalist; poet; teacher; writer,Iran,Shiraz,1909-01-01T00:00:00Z
Masoud Shojaei,https://en.wikipedia.org/wiki/Masoud_Shojaei,Q350867,https://www.wikidata.org/wiki/Q350867,male,association football coach; association football player,Iran,Shiraz,1984-06-09T00:00:00Z
Zahra Shojaei,https://en.wikipedia.org/wiki/Zahra_Shojaei,Q8064741,https://www.wikidata.org/wiki/Q8064741,female,politician,Iran,Tehran,1956-01-01T00:00:00Z
Reihane Taravati,https://en.wikipedia.org/wiki/Reihane_Taravati,Q118583706,https://www.wikidata.org/wiki/Q118583706,female,photographer,Iran,Mashhad,1991-03-19T00:00:00Z
Iran Teymourtash,https://en.wikipedia.org/wiki/Iran_Teymourtash,Q6066881,https://www.wikidata.org/wiki/Q6066881,female,journalist,Iran,Kashmar,1914-01-01T00:00:00Z
Roya Toloui,https://en.wikipedia.org/wiki/Roya_Toloui,Q469763,https://www.wikidata.org/wiki/Q469763,female,human rights defender; journalist,Iran,Baneh,1966-05-22T00:00:00Z
Lobat Vala,https://en.wikipedia.org/wiki/Lobat_Vala,Q6663554,https://www.wikidata.org/wiki/Q6663554,female,journalist; poet; songwriter; writer,Iran,Tehran,1930-01-01T00:00:00Z
Khadijeh Afzal Vaziri,https://en.wikipedia.org/wiki/Khadijeh_Afzal_Vaziri,Q5939233,https://www.wikidata.org/wiki/Q5939233,female,journalist,Iran,Tehran,1889-01-01T00:00:00Z
Verisheh Moradi,https://en.wikipedia.org/wiki/Verisheh_Moradi,Q127786666,https://www.wikidata.org/wiki/Q127786666,female,activist; coach; political prisoner,,,
Farangis Yeganegi,https://en.wikipedia.org/wiki/Farangis_Yeganegi,Q5943178,https://www.wikidata.org/wiki/Q5943178,female,,Iran,Tehran,1916-05-11T00:00:00Z
